,track_name,artist_name,release_date,id_track,genero
243,Sleep Deprivation,Chance Peña,2022-04-01,2A1FGotEDhN5UjBiLsUwnk,pop
244,Ella,Boza,2022-03-11,4177FNDorJz54RrGDbftxU,pop
245,Como la Flor,Ke Personajes,2022-05-28,52yp1caEYyP1w9qFINypd1,pop
246,Solitaire,Werenoi,2022-10-28,3kzXT2poHInDISrXOgT1PR,pop
247,For My Hand (feat. Ed Sheeran),"Burna Boy, Ed Sheeran",2022-07-07,0HaRLPnr887lcQM2YQzkff,pop
248,Tú Me Gustas,"Río Roma, Carin Leon",2022-03-04,30TZy1etY3FAGBDGS58hRj,pop
249,La Buena Fai,Feid,2022-09-14,188Iohmux4LrDaj6e6eeEx,pop
250,Teenage Dream,Stephen Dawes,2022-06-02,3GWaFFi6TlPcZLYmCCHZ9O,pop
251,After LIKE,IVE,2022-08-22,2gYj9lubBorOPIVWsTXugG,pop
252,CALLEJERO FINO | DJ TAO Turreo Sessions #723,"DJ Tao, Callejero Fino",2022-10-20,3fUZbg31mIJKIxuv8nUcGg,pop
253,Shirt,SZA,2022-12-09,2wSTnntOPRi7aQneobFtU4,pop
254,Alone,Burna Boy,2022-11-11,0AoBY2Y3qs6dtGgOD6c91N,pop
255,Talet Lghiba,Mocci,2022-11-25,6KPL5w95G6oYV2MwXvwcXI,pop
256,Peru,"Fireboy DML, Ed Sheeran",2022-08-04,4vb777iaycnlFxVkJMmtfd,pop
257,Last Last,Burna Boy,2022-07-06,57DarSfRMIVRCeDBGW0l5S,pop
258,Balader,"Soolking, Niska",2022-05-26,6PrB4KpvuoYWtwjPC5a44S,pop
259,No Sé Si Salga El Sol - Remix,"Manuel Medrano, Rawayana",2022-11-18,0gw6orix5diJLOahicJhj6,pop
260,Bandana,"Fireboy DML, Asake",2022-08-04,2qWwuCVeMjF9mUT0S5Iqvl,pop
261,Last Last,Burna Boy,2022-07-07,5YbPxJwPfrj7uswNwoF1pJ,pop
262,mi otra mitad,Emilia,2022-05-31,2Cna21irIvinVSJdGda8Om,pop
263,Lights - Sped Up Version,"Ellie Goulding, Speed Radio",2022-07-01,4TZ2Ub8bZh4LTs06eANDXa,pop
264,uh oh,Tate McRae,2022-09-30,6qmvAJSUfVGMubvI2awW7p,pop
265,Miss You,southstar,2022-07-30,4tRhRLBxIZ34Iw0eCuiC03,pop
266,Como Lo Hice Yo,"Matisse, Carin Leon",2022-05-27,6YNTL320OEMAg4ORqGYt1v,pop
267,LOVE DIVE,IVE,2022-04-05,0Q5VnK2DYzRyfqQRJuUtvi,pop
268,chaotic,Tate McRae,2022-05-27,4bt7eqP7mfWduRBKEpCAzM,pop
269,Ta Ta Ta,Bayanni,2022-08-24,3rmqNsOiGqqvFNTmGlzl4R,pop
270,Qué Agonía,"Yuridia, Ángela Aguilar",2022-10-20,5WEt9MiZPNmCbhu8GOR9Kk,pop
271,Sticky,Drake,2022-06-17,4rmVZajAF7PkrCagGPHbqa,pop
272,A Bird's Last Look,Macabre Plaza,2022-04-21,5omLpU1N0uN51OSXL62VAM,pop
273,Polaroid Love,ENHYPEN,2022-01-10,5elW2CKSoqjYoJ32AGDxf1,pop
274,QUEREME,"LOUTA, WOS",2022-06-16,0bhWW1Bve1Ng6kEm8WjiQA,pop
275,NIGHT DANCER,imase,2022-08-19,348NF6vX0Yh22xvH0EZEro,pop
276,No Wahala - Remix,"1da Banton, Kizz Daniel, Tiwa Savage",2022-03-02,4yaPPFIafaVaMRHZ5IHkbA,pop
277,Hours In Silence,"Drake, 21 Savage",2022-11-04,0sSRLXxknVTQDStgU1NqpY,pop
278,KU LO SA (with Camila Cabello),"Oxlade, Camila Cabello",2022-12-09,0HihDC6qQ8MChAhjfW3gMU,pop
279,L’enfer,Stromae,2022-01-09,7bp3zmEvpHLa0h32nhDUkB,pop
280,L’enfer,Stromae,2022-03-03,1CsuHmKOfCYxPoO4xjlAWV,pop
281,Miserable Man,David Kushner,2022-09-16,5iu3rl4feYeRgR1DW0ydNU,pop
282,Orange Juice,Noah Kahan,2022-10-14,07UFnnK3uPIuKv5Rs9TmXl,pop
283,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",2022-06-24,0mBP9X2gPCuapvpZ7TGDk3,pop
284,double take,Dhruv,2022-01-21,0QzuaeCEEOV40Pn7IvKEny,pop
285,Mi Decisión - Remix,"Jhonny Rivera, Sebastián Ayala, Andy Rivera",2022-06-02,1l8VIDA3SN6UyfSAnr2ytZ,pop
286,Напоследок,Вектор А,2022-07-29,0zatabQ1DipXenX95p9E6a,pop
287,Lionheart (Fearless),"Joel Corry, Tom Grennan",2022-10-21,5vlzH0ps6WDyb158oFTAb3,pop
288,Talk that Talk,TWICE,2022-08-26,0RDqNCRBGrSegk16Avfzuq,pop
289,Cookie,NewJeans,2022-08-01,2DwUdMJ5uxv20EhAildreg,pop
290,HOT,SEVENTEEN,2022-05-27,6I2tqFhk8tq69iursYxuxd,pop
291,Anyone For You (Tiger Lily),George Ezra,2022-06-10,44JSreJxvgl3CxLo5MoQL0,pop
292,Sing It With Me,"JP Cooper, Astrid S",2022-02-21,4Q6wZlZhrwVVmGhJtmGUtG,pop
293,On BS,"Drake, 21 Savage",2022-11-04,34tz0eDhGuFErIuW3q4mPX,pop
294,Suavemente,Soolking,2022-05-26,6Qe7YCkIOc1iaw9HKqO3qV,pop
295,I LIKE,Tory Lanez,2022-04-22,5uKHTLXNcftXtYfU7j9cQ6,pop
296,Dull,Asake,2022-09-07,46gfN72BxmLvACx6Pve4XU,pop
297,birthday cake,Dylan Conrique,2022-02-02,7dDrR6vMK1JAwZZ5MIWgme,pop
298,Life Goes On,BTS,2022-06-10,1VjqXwHU3isibdXLEtXc4q,pop
299,Good Boy Gone Bad,TOMORROW X TOGETHER,2022-05-09,1HsSIPLTQT354yJcQGfEY3,pop
300,I LIKE,Tory Lanez,2022-04-22,5uKHTLXNcftXtYfU7j9cQ6,pop
301,Akuma no Ko,Ai Higuchi,2022-01-10,5cRKj1kynNFqiliT2ndZ3y,pop
302,Dull,Asake,2022-09-07,46gfN72BxmLvACx6Pve4XU,pop
303,birthday cake,Dylan Conrique,2022-02-02,7dDrR6vMK1JAwZZ5MIWgme,pop
304,Life Goes On,BTS,2022-06-10,1VjqXwHU3isibdXLEtXc4q,pop
305,Good Boy Gone Bad,TOMORROW X TOGETHER,2022-05-09,1HsSIPLTQT354yJcQGfEY3,pop
306,"Sorry, Blame It On Me",Akon,2022-03-04,61BqwgSRTyWH9M4uPjsC3B,pop
307,Ya Fue,"Ke Personajes, La T y La M",2022-02-14,61mCcE6UJZyxKESDCPvrim,pop
308,Hurt,NewJeans,2022-08-01,5expoVGQPvXuwBBFuNGqBd,pop
309,ANTIFRAGILE,LE SSERAFIM,2022-10-17,4fsQ0K37TOXa3hEQfjEic1,pop
310,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2022-12-09,4h5x3XHLVYFJaItKuO2rhy,pop
311,PS5,"salem ilese, TOMORROW X TOGETHER, Alan Walker",2022-10-07,3YQkC6dE9YE9sH1751qqEr,pop
312,New Perspective,Noah Kahan,2022-10-14,1M39ETXmej4g9EMSeXPUgj,pop
313,Privileged Rappers,"Drake, 21 Savage",2022-11-04,7l2nxyx7IkBX5orhkALg0V,pop
314,Houwa,RYM,2022-03-13,0yRZBgfcq7lAMl34Kn9WlY,pop
315,Clap Your Hands,Kungs,2022-02-18,7g7OshelYRRnOSEMmisJVI,pop
316,Jolene,"Victony, KTIZO",2022-05-06,5483pcvbfX7Ii7gO5JGUpF,pop
317,Terminator,Asake,2022-09-07,5ycsqezujKrwviU3VFhci1,pop
318,Love Language,SZA,2022-12-09,1eIXYZWEfJO3Na2LCCnIJE,pop
319,Churchill Downs (feat. Drake),"Jack Harlow, Drake",2022-05-06,3EMp20j5E42MxfFbsEsIvD,pop
320,DIE,Gazo,2022-07-01,3D29kjUyWxsT3jUUTtARVQ,pop
321,Girlfriend,Ruger,2022-06-17,57jUCJelGAISFxuea34lrr,pop
322,Hold Me Closer,Cornelia Jakobs,2022-02-26,697bFWgzBRm6bmnYWd8GyD,pop
323,انا بغيت لعروبي درته صاحبي,Cheba Warda,2022-10-31,5jiAd4iT2xoWprI78Vxx7I,pop
324,SHOUT OUT,ENHYPEN,2022-07-04,5Z2DNRAhs6r4VdINVkRhYY,pop
325,Dior,Ruger,2022-06-17,2pempG6Jl7ZHDpCBElQUec,pop
326,Messirve Mix 5,"La T y La M, Ke Personajes",2022-04-22,1xfkullKEmkmHV5IZJwqal,pop
327,Awkward,SZA,2022-06-09,2xZ0zfuDTv5LxLhEgD82PG,pop
328,THE SHADE,Rex Orange County,2022-03-11,1gH1h30wkQdd9zhY3j7a8T,pop
329,Sour Grapes,LE SSERAFIM,2022-05-02,6wBpO4Xc4YgShnENGSFA1M,pop
330,Khalass,Mocci,2022-08-19,2pT39ivjPxa714Az1rzgK3,pop
331,Porch Light,Josh Meloy,2022-11-18,43SoxERu5UlXAgt4Es1VQU,pop
332,Organise,Asake,2022-09-07,2wgvxtggKVzPkl0smF2UzI,pop
333,Lo Que Me Duele / Y Que Pasó,Ke Personajes,2022-03-31,7vL8ZEvLOXXW9SiL9ulZRZ,pop
334,XXX,Kim Petras,2022-02-11,3QcWzAQvI41KYheHtvsNoT,pop
335,WeWe,Ruger,2022-06-17,0cnxJjQ8T4GSz87TaIkwDY,pop
336,Matsuri,Fujii Kaze,2022-03-23,7AMGgAPFczs3wJgMqu6Eqi,pop
337,Lo Que Hoy Quieras,Koino Yokan,2022-03-17,2o0qEJLFTlR3NPxLy7Hz0T,pop
338,Makhelaw magalou,Manal,2022-06-30,0jqUiExctgLt7bcghvD7Kw,pop
339,Soweto,"Victony, Tempoe",2022-05-06,3IQT2MM49GkXfHF9eemaw5,pop
340,Homesick,Noah Kahan,2022-10-14,0jkzxxDG8z3Y5OmfNl1VM0,pop
341,Comedy,Gen Hoshino,2022-04-08,5SuOikwiRyPMVoIQDJUgSV,pop
342,Et Bam,Mentissa,2022-11-18,0cz7pnpGaZFpiyNxsAg4Lh,pop
343,きらり,Fujii Kaze,2022-01-14,51oc6MEsXTpnPn6GOw5VuP,pop
344,Diana,"Fireboy DML, Chris Brown, Shenseea",2022-08-04,6g8vNyogMW32lhHlNcDiwX,pop
345,TANGO,Tananai,2022-11-24,74cyFjvgjyiFiQ3QxszFWq,pop
346,ZERO,7-Toun,2022-06-17,7ew0xrQ7NSO7HtxRL6p7h9,pop
347,Des milliers de je t'aime,Slimane,2022-09-01,1NwjfTd5fsvRFtYGERuKzA,pop
348,F2F,SZA,2022-12-09,2e2AXpIiJpet5b4qg85Gh6,pop
349,Playboy,Fireboy DML,2022-08-04,2AKS1HhpLu2rgkojECUm3V,pop
350,Watermelon Moonshine,Lainey Wilson,2022-11-28,3sYBFUXTv0STUoUINx9Qe8,pop
351,Stefania (Kalush Orchestra),"KALUSH, Kalush Orchestra",2022-03-18,2vHzOWRKYPLu8umRPIFuOq,pop
352,CENERE,Lazza,2022-04-07,0mHC3BK9vFGoEU0EcGPWRZ,pop
353,Bitume,L2B,2022-01-21,6Bz3XzPurBj5poPqSHXHZB,pop
354,I Hate U,SZA,2022-12-09,2aJnyNu4PQxQ2lyj5boiMG,pop
355,Universo Paralelo,The La Planta,2022-03-25,7wx4KZQ9SRMTldt5ayD1ul,pop
356,"Everywhere, Everything",Noah Kahan,2022-10-14,32iNr3J93tqFkxaMYwdRYi,pop
357,Capri Sun,Capo Plaza,2022-06-03,1XpmMe95dk9jh3zuOMpeU2,pop
358,Three Little Birds,"Timmy Trumpet, Prezioso, 71 Digits",2022-09-02,1EytZ5aKjaGDsk8ujrFWoV,pop
359,裸の勇者,Vaundy,2022-01-07,3k64vNcgYPkETG7TNgpW4o,pop
360,Autobahn,SCH,2022-11-18,03o8WSqd2K5rkGvn9IsLy2,pop
361,You’re here that’s the thing,beabadoobee,2022-07-15,68SSN8C0cJmUEXJkGyNYqe,pop
362,00:00,Lartiste,2022-10-14,6Cz19JJwGyVgvYS04kMdSi,pop
363,Sungba (feat. Burna Boy) - Remix,"Asake, Burna Boy",2022-09-07,4k4pdUWX8632g7yByxC3rS,pop
364,Mamma Mia,Mentissa,2022-11-18,3p26SlvvvwRo3WY9pUTlE0,pop
365,Cuánto Vale - En Vivo,"Luis Alfonso, Pasabordo",2022-05-12,3UK1ggIe7NtzLlotU9xlYk,pop
366,Mode Avion,Favé,2022-06-21,49xOYhvSnClDymbvY7pFe8,pop
367,知らないままで,Rokudenashi,2022-06-17,0kEXWokTVYKFxRnNH1xvlg,pop
368,"DJ ALEX, LA JOAQUI - TU AMOR | E7","DJ Alex, La Joaqui",2022-09-15,3N6rAKpPraBOZqn9RhSrz0,pop
369,新時代 - ウタ from ONE PIECE FILM RED,Ado,2022-06-08,2l2yRJWgMiJkfPbRNiuC25,pop
370,2 Sugar (feat. Ayra Starr),"Wizkid, Ayra Starr",2022-11-11,1DA2ADZs6O28y2rmdmpekw,pop
371,Mr. Ocho,SDM,2022-12-02,1xLCwgQcF6bKncTJmRGGws,pop
372,Still (I Got Summer On My Mind) - FORTELLA Remix,"JJ, FORTELLA",2022-07-01,00Nsyeo2kcU4602zMsLWXW,pop
373,Kolomental,Victony,2022-04-26,7hVCMjcsJPgUMHUvN4dDKq,pop
374,¿Y Qué Tal Si Funciona?,"Yuridia, Banda MS de Sergio Lizárraga",2022-10-20,3gHn8eZRKss5cD4r3k3jCA,pop
375,Jro7i,MA3IZ,2022-06-10,2eLmBMtKdX33QYJlufH7hW,pop
376,Growing Sideways,Noah Kahan,2022-10-14,1JcIXOir94YUYBt2cXTzn2,pop
377,"Love, Maybe",MeloMance,2022-02-18,2X45nVBeYzmDlrXji9Av0Q,pop
378,Joha,Asake,2022-09-07,5UwxpuGHkwiojKDaPC5ZNu,pop
379,Jumbotron Shit Poppin,Drake,2022-11-04,2ZlABhxMMa43COmZ97kKsJ,pop
380,Sobrio - En Vivo,El Blachy,2022-06-02,3OT8mMdzOWB0MVPHKOgww0,pop
381,Love Don't Cost A Dime (Re-Up),"Magixx, Ayra Starr",2022-02-09,0hW02S9ACVYANz1ica10jH,pop
382,Viaja,Irina Barros,2022-05-27,2DDBsczCQqIQ09t7Uf2uG2,pop
383,everything everywhere always,elijah woods,2022-08-19,1sd2HaV5RYWN8ly7htaElN,pop
384,Allo,Balti,2022-05-28,2UFt5pIAWpvl1eqxifU4Yz,pop
385,Solo,BLANKA,2022-09-23,3xxjYOFR1y7By2wNDS51XV,pop
386,All eyes on me,Werenoi,2022-10-28,3oLn9QmwHO8Yu7NRCdAfIj,pop
387,"La tine și la bani - From ""Romina VTM"" The Movie","rares, Bogdan DLP",2022-12-09,2BsJFgVnk4FYTyzyovwQ5A,pop
388,No Me Haces Falta - En Vivo,Luis Alfonso,2022-05-12,4V0ichIGQ0mG5ZtYYU8G4a,pop
389,Dégaine (feat. Damso),"Aya Nakamura, Damso",2022-03-09,5cqLFudVQryezmVFmmyRJN,pop
390,Arc-en-ciel,"UZI, Booska-P",2022-02-21,2tpMx77yD6MOHZN7U5H9nQ,pop
391,Suavemente,Soolking,2022-02-22,4KHXk0rTD80mEf7bbdK29j,pop
392,Overdose,natori,2022-09-07,2Dzzhb1oV5ckgOjWZLraIB,pop
393,_WORLD,SEVENTEEN,2022-07-18,3QwiidVHfeE9y5jl4n2MTC,pop
394,Run To The Hills,Klara Hammarström,2022-02-26,6k4e5H3MbDzhEX3qJSWwpd,pop
395,Urus,Favé,2022-10-12,7A2DyRIqqelhZ4caPJMaFI,pop
396,Thursday's Child Has Far To Go,TOMORROW X TOGETHER,2022-05-09,04CHEoMbrLOiX8co3EG5dO,pop
397,MASCARA,XG,2022-06-29,4OelNEcxPGoCOU29fchcsv,pop
398,Spazio tempo,Francesco Gabbani,2022-12-09,39wXWvxEOgPetxTH6K3MZ2,pop
399,Min Awel Dekika,"Elissa, Saad Lamjarred",2022-05-04,46Q0bzrsZyD2dzZCuLq5R2,pop
400,Secret,Louane,2022-12-09,7dISpxgINJOQSuXUTEfB9x,pop
401,Feel My Rhythm,Red Velvet,2022-03-21,2oBMZYteeO8DyXV9gDx6Za,pop
402,5 Gocce (feat. Rkomi),"Irama, Rkomi",2022-02-25,3z0GeNGWyVduziP1cQ0mFN,pop
403,Non lo Sai,Shiva,2022-11-25,0D3QZNAMH2d5MFkVlebo6h,pop
404,Last Call,Will Linley,2022-12-09,73QGVDmZWTLnQ6lG7rF1vd,pop
405,TOUT VA BIEN (feat. Ninho & Naps),"Alonzo, Ninho, Naps",2022-05-20,6OZwia8loN0aPS0vTvsBjR,pop
406,小城夏天,LBI利比,2022-04-02,4QZMBVrBLAvBryj8ZJIIY2,pop
407,PANICO (feat. Takagi & Ketra),"Lazza, Takagi & Ketra",2022-04-07,0SsUOrXUM2gZxVLYizZfQZ,pop
408,Ride the Lightning - 717 Tapes,Warren Zeiders,2022-09-30,04YKO5t4AZrsqKfGhhUb2j,pop
409,Good Parts (when the quality is bad but I am),LE SSERAFIM,2022-10-17,1sZBzYhrQG40zcSuKkI93c,pop
410,Zona De Perigo,Léo Santana,2022-12-08,1jHgfC8T5KxUyC5Ldw6lk9,pop
411,¿Con Qué Se Pega un Corazón?,Yuridia,2022-10-20,2eSTnoRpEK2VXIccMbzXrE,pop
412,La nevedere,Andia,2022-11-04,2Eh3mKeLBrmiyAQUOLI0bW,pop
413,"Наверно, ты меня не помнишь","JONY, HammAli",2022-12-02,2yJJSg7vCeZgJMY3xWJ2C2,pop
414,Candy,NCT DREAM,2022-12-16,27bIik73QCu8Xzt3xpG1bI,pop
415,Rubami la Notte,Pinguini Tattici Nucleari,2022-12-02,3mMjLv3IyxlEKmXg3JxCI5,pop
416,DONA DE MIM,Ana Castela,2022-12-23,7sopDXkuzXtHt8AQpdBxmT,pop
417,Heart Like A Truck,Lainey Wilson,2022-11-28,5DIBVDJOHh7djepAjKHWCO,pop
418,Meuda,Tiakola,2022-05-27,4wNyrbY6B2Okii8VeKo2B2,pop
419,Один,Вектор А,2022-09-30,5BPINlBbMGpHu0S79efirq,pop
420,Giovani Wannabe,Pinguini Tattici Nucleari,2022-12-02,4ICCU06b8FkQIrMv0XTzlv,pop
421,Tu le sais,"Kalash, Gazo",2022-04-29,1frmYvoVtyFlGypiapnkrX,pop
422,Ototo,Asake,2022-09-07,0CUJV0Hh512Ns7U2yGflqt,pop
423,ABISSALE,Tananai,2022-11-24,3U8TFdchz8dK1nYYgZgd9f,pop
424,INVU,TAEYEON,2022-02-14,7rXcCpIAoOUCydkVDMcoPV,pop
425,On Top,Karan Aujla,2022-11-25,4SJMuaIYcBS8ke96lDYOsw,pop
426,FLEURS (feat. Tiakola),"Gazo, Tiakola",2022-07-01,0i9RysNKssk6syOrKDX3U2,pop
427,Peace Be Unto You (PBUY),Asake,2022-09-07,6ewsOjbC1jWAZcjAhVxDs0,pop
428,SAINT-TROPEZ,GIMS,2022-12-02,3Mbma25p8UwArob1tt5SPy,pop
429,Still Life,BIGBANG,2022-04-05,3TSLqZssCoCdDlMhCJ08XW,pop
430,Overloading (OVERDOSE),"Mavins, Crayon, Ayra Starr, LADIPOE, Magixx, Boy Spyce",2022-12-02,3ES1fBQACydIODlZmQS359,pop
431,USCITO DI GALERA,Lazza,2022-04-07,01DXwNf1GzEJkYTbXgL0eb,pop
432,祝福,YOASOBI,2022-10-01,7ajpbW6tBpqUI9foCtwlLw,pop
433,Et même après je t'aimerai,Hoshi,2022-02-11,5Pl4OxV9RGWNMO8MGmAoDP,pop
434,По барам,ANNA ASTI,2022-06-24,5rbKNd54ig1qtSUeK83OOo,pop
435,Jamal,Werenoi,2022-10-28,3MNBUdX7zP4E0UhlfYenMf,pop
436,AMAZING,Rex Orange County,2022-03-11,3OM6qQmdFV6uy61GIqpRtf,pop
437,No Digas Nada,El Blachy,2022-09-09,1X3ygwog1SLNAcoiZvjcgS,pop
438,ばかまじめ,"Creepy Nuts, Ayase, Lilas",2022-09-07,7FiTlLKW0Knj8rm7lMa9N7,pop
439,When Im Gone,LECADE,2022-05-27,4ObFZEXHQJcc8WQtqbCupZ,pop
440,Pipoco,"Ana Castela, Melody, Dj Chris No Beat",2022-06-01,7AwVSKaQxpidrtYBerkHKk,pop
441,"Tati, vreau","Alex Velea, George Talent",2022-11-25,7hoILhEoePHXh6qTw5H0Fe,pop
442,اليوم الحلو ده,Ahmed Saad,2022-07-07,2HbrI0oakRE7qNXoK74zNR,pop
443,White Brown Black,"Avvy Sra, Karan Aujla, Jaani",2022-12-09,3nKQrVVlwbAQSnFbgZWdN0,pop
444,Memory to Drown,Bryan Martin,2022-04-29,6d3rOaVzZshI2YRBl7WjQb,pop
445,Bine Asa,Oana Radu,2022-12-22,1UY5xHX9Fpt0htxSQizfyO,pop
446,Vamos,"Naps, Gazo",2022-06-17,5QowMIujytktMDC8pktNXH,pop
447,Xtra Cool,Young Jonn,2022-09-23,5F4OfeowSReF93KcH2eUcG,pop
448,Ya No Quiero Verte,"El Polaco, La China",2022-10-28,3eUtQSdde3wNmXOW2OESKi,pop
449,說好不哭,"Jay Chou, Ashin Chen",2022-07-15,52yAKumXlqPjUsIBlmiMvo,pop
450,Ash,SEVENTEEN,2022-05-27,5kc5p2mwO2GFq93zw5ZFWV,pop
451,Le bruit du silence,Mentissa,2022-11-18,063IwEdb1LaITJk0LOP0h9,pop
452,RAPPEL,Gazo,2022-07-01,48BdA5qBxXVoe59xvu0bwc,pop
453,Toata noaptea,"Juno, MIRA",2022-05-19,4lC2rmlMug4B4FeaeZ2Ya1,pop
454,Au Ce Mi-Ai Facut Tu Mie,Oana Radu,2022-04-20,2qW6uphdqGZlHosQBacyfG,pop
455,What Happened To Virgil (feat. Gunna),"Lil Durk, Gunna",2022-03-11,7ohROa13QK43JBRqfCmz4P,pop
456,VERMELHO,Gloria Groove,2022-02-10,4EVzu5mYyigjyLrryKbZs7,pop
457,Como Antes,Matias Damásio,2022-03-25,0dAZ5dCofHy6rquqU6YG29,pop
458,Peg Patiala,"Cheema Y, Chinna",2022-02-28,1T2zltv44cifAqZIbG3D2N,pop
459,go - goddard. Remix,"Cat Burns, goddard.",2022-03-25,6RZo8T7GY9EoWZXC5i2587,pop
460,3 singes,"Werenoi, Ninho",2022-10-28,57JhjU33uXlZtmr2Dsk8TX,pop
461,Omo Ope (feat. Olamide),"Asake, Olamide",2022-01-18,7d1aTQlsHMgWmkPywDi7h1,pop
462,Nzaza,Asake,2022-09-07,0VjzaXw81JQJM61pzWwP8b,pop
463,是你,梦然,2022-07-25,7gYKASXibOLyet8JTBJOO2,pop
464,Me Hace Tanto Bien,"Yuridia, Eden Muñoz",2022-10-20,0J87ieRdbGPItHA6qc3KCr,pop
465,Ricordi,Pinguini Tattici Nucleari,2022-12-02,1AQqSrJYbCeRtzO7EApqYX,pop
466,Lemonade,Diljit Dosanjh,2022-07-15,3ZGJhN4unVspOqpwGvUL2W,pop
467,Flower Shops (feat. Morgan Wallen),"ERNEST, Morgan Wallen",2022-03-11,1DbZAffh8GGwW41Q3AU8iC,pop
468,Sfarsitul lumii,Andia,2022-03-25,3ILu8nLtlFRhwnY38VyXSk,pop
469,Fammi morire,"Olly, JVLI",2022-12-16,6N61dCQlsQioiz5M2kDnnu,pop
470,PIOVE (feat. Sfera Ebbasta),"Lazza, Sfera Ebbasta",2022-04-07,6BUueuMQR4k7CuoMEsnGou,pop
471,字字句句,卢卢快闭嘴,2022-12-29,7fAdinC2UTc0Y9GiKrkTtu,pop
472,Pentru totdeauna,"Irina Rimes, Grasu XXL",2022-06-03,03F6MEGpr7HVT6MpgO7v05,pop
473,Кульбаби,Тоня Матвієнко,2022-12-09,7CuxOoQMEaiSXIGwJJkQHW,pop
474,爱怎么了,陈村长,2022-04-27,0c9gjnRGBRke9VmLaZWmhM,pop
475,Le feu,"Kendji Girac, Vianney",2022-11-11,6dEysAhgnVJ9905XmZmwty,pop
476,You Here Tonight,Josh Meloy,2022-08-26,1AIt0r0YN6pdW9QHmECLvr,pop
477,Gasolina (feat. Rsko),"Tiakola, Rsko",2022-05-27,6kwmp0U8M1tPvgPHqvbwsr,pop
478,Ai Papai,"Anitta, Mc Danny, HITMAKER",2022-11-29,4PQ5AInr4YoBauth9YPduL,pop
479,Ykwim,"Karan Aujla, KR$NA, Mehar Vaani",2022-01-18,6qS40yL7kXVoChI8SSCQIQ,pop
480,Pas bête,Beendo Z,2022-06-17,3TVUW7bJJWDOonkVCZxfLV,pop
481,Never Fold,"Sidhu Moose Wala, Sunny Malton, SOE",2022-04-25,3JkVYvxNoGf2HCWJo61462,pop
482,DM,fromis_9,2022-01-17,7B9W7Qsy5M2kyUNjQYIEG8,pop
483,Банкомат,DEAD BLONDE,2022-11-18,3rGOoMEEIBonQBGOX48yjB,pop
484,портреты - Acoustic,zhanulka,2022-09-09,7ojBwkKhmZzXDjrqwfLH26,pop
485,Mal Feito - Ao Vivo,"Hugo & Guilherme, Marília Mendonça",2022-04-14,6Zw25LRLP0j0MsezDFIUM4,pop
486,Please Don't Go,Wyatt Flores,2022-07-15,7fb4Qp5YoT4BKFdbj1Xu8r,pop
487,Coup de vieux,"Bigflo & Oli, Julien Doré",2022-06-23,63siBeZzxXVaY0uASns1V2,pop
488,March,SEVENTEEN,2022-05-27,5Av3flFGhQPu960OvjeNhm,pop
489,Apollo,Victony,2022-03-10,6ncfyNzsdKYX0lOFcgZa5f,pop
490,M3lo,Tiakola,2022-05-27,7ELft1cx8anhsXE405kckI,pop
491,Broadway Girls (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2022-03-10,7qTaDOcld0VmBWXnkbUj45,pop
492,Who Is Your Guy?,Spyro,2022-11-25,1kyYCsP2NRZEKkBg9wcF2c,pop
493,Gangsta,"Karan Aujla, YG",2022-05-10,3Vmo13MxVRKBszmfK61ONH,pop
494,P.S. I LOVE YOU,Paul Partohap,2022-06-15,5K3mMpiWtKvCplBl7ov4Q9,pop
495,Bi Saraha,Abeer Nehme,2022-11-15,2TkmosdPkJXcjhvMzscrYP,pop
496,PETETE,Gambi,2022-07-29,0z3bi63SNZ5ylyHOzb81Uq,pop
497,Afterhours,"Bir, Dhanju, thiarajxtt",2022-07-06,7o1SDLghDwMc4OW3rKakVt,pop
498,La Bachata,"The La Planta, Valeria Gau, Pushi",2022-09-01,3AMr0QkBGjrAoTbst5uWCG,pop
499,Calme toi,Kerchak,2022-08-12,30d0q6kt1BIfwAQUCAfxVQ,pop
